"행정구역별",2022
"전국",514.6
"서울특별시",15560.7
"부산광역시",4272.8
"대구광역시",2673.7
"인천광역시",2801.3
"광주광역시",2931.9
"대전광역시",2730.7
"울산광역시",1044.9
"세종특별자치시",822.9
"경기도",1344.9
"강원도",90.8
"충청북도",219.4
"충청남도",265.9
"전라북도",219.8
"전라남도",143.3
"경상북도",137.7
"경상남도",311.2
"제주특별자치도",365.6
