"행정구역(시군구)별",2023.12
"행정구역(시군구)별",총인구수 (명)
"전국",51325329
"서울특별시",9386034
"부산광역시",3293362
"대구광역시",2374960
"인천광역시",2997410
"광주광역시",1419237
"대전광역시",1442216
"울산광역시",1103661
"세종특별자치시",386525
"경기도",13630821
"강원특별자치도",1527807
"충청북도",1593469
"충청남도",2130119
"전북특별자치도",1754757
"전라남도",1804217
"경상북도",2554324
"경상남도",3251158
"제주특별자치도",675252
